CHSI_State_Abbr,No_Exercise,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,Influenzae,HepA,HepB,Measeles,Pertusis,Congential.Rubella,Syphilis,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol,Salmonella,Shig,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,Premature,Infant_Mortality,Brst_Cancer,Col_Cancer,CHD,ALE,All_Death,Health_Status
NY,23.906,27.7,27.388,19.4,14.9,3135,3572,639,56.5,26.3,2,2,8,7,3,3,118,3,3,789,619,1496,1579,11,37,8,50673,1,1,1,1,1,1,8.8,8.6,24,31.7,177.7,78,791.4,16.5
NY,17.7,20.1,16,22.1,4.9,5594,7938,1417,53,35.8,2,2,5,11,5,3,21,3,3,1674,1554,3695,4368,23,98,18,2547,1,1,1,1,1,1,9,5.5,32,20.8,155.7,77.6,841,12.3
NY,22,28.1,23.974,29.1,4.8,5640,8940,1670,72.5,39.8,1,2,8,11,6,3,47,3,3,1831,1784,3961,4473,19,85,25,60552,1,1,1,1,1,1,11.5,6.9,26.5,25.2,172.5,78.1,828.9,12
NY,23.6,22.2,26.1,22.2,7.3,73790,94187,17053,159.5,71.5,1,2,61,175,169,3,186,3,146,17417,17676,40915,43887,49,702,527,6495261,1,1,1,2,1,1,10.1,6.2,25.7,20.2,158.4,78.2,772.7,13.9
NY,33.6,23.5,26.099,30.4,5.6,6214,9489,1553,57.2,42.9,2,2,13,8,14,3,16,3,3,1383,1301,2794,2792,21,64,8,56349,1,1,1,1,1,1,9.3,6.1,22,20.4,289.5,78.2,843.7,14.4
NY,25.3,16.6,24.5,18.1,6,135051,197122,23160,206.7,113.6,2,2,52,298,172,6,205,3,183,28380,25768,74782,74941,70,954,584,135535,1,1,1,1,1,1,10.9,4.7,27.6,19,246.3,79.2,723.1,13.8
NY,24.5,15.9,23.1,18.7,6.6,222281,191138,27406,287.7,118.6,1,2,40,598,627,12,243,4,854,44606,85240,96626,90693,61,1180,549,32851,1,1,1,1,1,1,11.8,4.9,26.7,19.3,203.7,78,707.5,20.2
NY,24.4,25.4,27.8,26.5,7.1,20520,33133,6675,50.2,47.5,2,2,16,39,15,3,77,3,7,6329,5651,12331,12691,14,173,22,3590713,1,1,1,1,1,1,11.8,7.5,27,22.2,249.6,76.7,894.1,15.4
NY,23.4,21.1,34.1,23.3,7.4,23087,36390,8227,90.6,49.6,2,2,16,41,28,3,52,3,11,5394,6884,13381,13872,22,171,34,148978,1,1,1,1,1,1,11.6,8.1,27.9,17.3,189.3,77.4,851,18.7
NY,22.5,22.8,26.4,21.7,6.4,46025,62150,11059,141,59.4,1,2,28,65,49,3,113,3,19,10706,9009,25515,27469,28,339,228,3470508,1,1,1,1,1,1,11.8,10,28.3,20.1,154.4,77.6,801.8,12.3
NY,16.9,19.3,21.3,16.1,6.2,7904,13805,2354,79.5,48.8,1,2,15,27,8,3,43,3,3,2537,2788,5936,6162,34,141,35,11934,1,1,1,1,1,1,9.2,5.8,26.7,19.5,172.5,77.9,816.6,7.4
NY,25.4,23.9,28.1,23.2,6.5,42640,35128,8437,69.5,44.5,1,2,20,33,32,4,81,3,12,7447,8313,20034,21865,29,254,144,5306586,1,1,1,1,1,1,9.8,5.4,24.4,24,199.1,77.4,828,13.1
NY,27.894,27.3,29.019,21.3,10.3,4812,5268,1130,34.6,20.7,1,1,10,10,8,3,23,3,3,1153,1013,2450,2564,10,50,16,1202,1,1,1,1,1,1,9.6,4,28.6,23.8,227,76.8,881.6,22.8
NY,25.7,26.6,20.3,32.1,5.8,13440,14457,3842,39.7,30.8,1,2,11,14,12,3,9,3,4,3802,3099,6906,7862,9,116,43,335887,1,1,1,1,1,1,10.9,7.4,25.4,21.3,213.3,76.5,914.6,15.2
NY,20.5,21.1,24.713,25.4,6.4,6878,9054,1708,156.2,41.4,2,2,6,12,6,3,61,3,3,1370,1524,3659,4394,19,82,11,0,1,1,1,1,1,1,10.2,4.3,24,18.6,164.8,78.5,811.2,14.2
NY,21.4,17.2,16.8,19.6,5.8,9091,9471,1712,71.6,39.8,1,2,7,14,16,3,92,3,7,2071,2503,5608,5637,15,110,30,8976,1,1,1,1,1,1,10.5,2.4,26.3,22.1,194.7,79,751.3,10.4
NY,33.5,17.1,22.9,16.6,6.3,432812,252241,32718,105.3,57.5,1,2,51,544,516,3,202,3,402,56027,55203,128105,126670,80,1632,595,786177,1,1,1,1,1,1,11.5,5.2,23.7,18,289.4,79,673.9,18.9
NY,20.4,23,33.2,25.1,9.8,13699,20089,3736,63.8,49.6,1,2,16,18,14,3,46,3,10,3523,3578,8823,9388,11,116,23,103623,1,1,1,1,1,1,9.8,7.6,29.2,21.4,200.3,76.8,888.1,12.2
NY,28.3,22.6,20.9,27.3,6.6,54159,49520,11310,147.7,61.1,1,2,24,65,88,3,72,3,32,11713,10463,25927,26544,17,309,117,11161,1,1,1,2,1,1,11.7,5,29.7,21.5,359.8,77,839.9,17
NY,28.1,18.1,28.6,17.8,8.7,37462,35703,5755,126,95.9,1,2,16,28,29,3,83,3,10,6274,5522,15709,16495,34,250,239,2252318,1,1,1,1,1,1,10,4.1,25.1,18.2,227.9,79,771.2,17.3
NY,25.8,25,32.1,25.2,10.6,13300,15264,3553,59.3,31.4,2,2,7,14,13,3,15,3,7,2974,2820,6370,7490,18,102,38,1094630,1,1,1,1,1,1,10,6.6,24.4,27.1,185.2,76.5,927.9,12.7
NY,18.4,20.4,22.6,23.4,6.5,14000,24375,4068,70.7,43.7,2,2,9,18,10,3,41,3,3,4244,4829,12258,12383,20,156,29,715201,1,1,1,1,1,1,9.5,4.5,22.7,19.5,163.6,79,748.9,13.5
NY,23.2,25.2,30.8,21.4,9,12492,24732,4369,112.7,75.8,1,2,10,15,13,3,56,3,5,3158,3539,8406,8577,9,117,18,323458,1,1,1,1,1,1,10.6,6.8,24.7,18.1,180.6,77.9,803.3,12.9
NY,21.674,16.9,23.519,20.953,4.9,3250,4493,889,27.9,24.8,2,2,5,3,4,3,8,3,3,768,854,1847,1990,8,46,3,1037194.82,1,1,1,1,1,1,9.2,4.6,21.4,27.4,160.8,77.3,813.4,11.6
NY,21.529,19.214,22.626,20.335,1,2287,2612,510,36.2,20.7,2,1,5,14,4,3,9,3,6,537,460,1105,1123,12,68,18,72370,1,1,1,1,1,1,8.7,9,27,23.9,195.1,77.1,868.1,11.556
NY,24.26,23.2,25.284,22.674,4.6,3811,4637,965,25.8,23,1,2,8,5,9,3,16,3,5,798,901,2024,2092,10,51,8,259881,1,1,1,1,1,1,9,6,25.8,21.9,200.1,78,831.6,12.715
NY,25.2,25.5,27.1,35.1,7.9,10615,14572,2880,66.9,32.4,2,2,11,23,12,3,5,3,5,2596,2777,5577,5663,19,158,35,874703,1,1,1,1,1,1,10.4,6.9,28.4,21.7,186,77.1,887.7,15.3
NY,27.5,19.8,25.2,20.9,6.3,152067,172469,34326,96.3,70.1,1,2,39,321,159,3,205,3,184,32745,32939,81402,82968,83,1046,399,1367569,1,1,1,2,1,1,11.2,5.2,30.6,21.4,236.8,77.9,818.2,14.8
NY,25.2,22.6,24.5,30.9,9.7,10586,10422,2748,53.6,31.4,1,2,6,19,12,3,17,3,8,1727,1818,4344,4446,9,98,86,1,1,1,1,1,1,1,11,9.4,26.1,23.3,246.3,75.4,941.3,13.7
NY,21.3,21.7,22.574,24.6,5.7,4843,6790,1094,40.8,19.4,2,2,6,7,4,3,18,3,3,1263,1178,2901,2971,13,61,16,20960,1,1,1,1,1,1,10.7,7.3,20.8,25.8,135.7,78.3,787.3,9.2
NY,17.4,18.8,25.2,16.3,4.8,9291,9436,1568,93,52,1,2,14,18,17,4,125,3,5,1754,1886,5882,8505,17,140,38,265465,1,1,1,1,1,1,9.9,6.3,22.9,24.7,138.1,79,749.6,9.8
NY,21.4,22.7,30.6,23.2,9.5,20894,22734,5064,84.3,51.5,1,2,16,23,21,3,76,3,14,3969,5416,10552,11028,9,113,26,20852,1,1,1,1,1,1,10.6,4.6,27.8,21.8,193.4,77.5,822.7,16.6
NY,17.7,22.6,26.118,29.9,11.4,5655,9803,2002,114.4,67.1,1,2,8,10,7,3,17,3,3,1638,1863,3807,3780,113,70,11,736672,1,1,1,1,1,1,10.5,6.1,32.9,21.1,148.5,77.8,793.8,14.7
NY,24.9,25.4,26.993,24.2,5.4,6401,8350,1718,31.7,19,1,2,6,11,10,3,6,3,3,1413,1743,3642,3743,271,80,23,56173,1,1,1,1,1,1,9.6,6,20,23.8,185,77.5,899.1,17.7
NY,28.5,24.9,25.6,29.6,8.1,8778,12343,3201,47,33.1,1,2,12,15,17,3,41,3,6,2475,2641,5202,5330,11,119,25,657792,1,1,1,1,1,1,9.4,6.1,28.6,21.3,160.6,77.3,855.3,15.7
NY,22.7,15.2,22.7,13.9,6.7,96447,126011,14072,227,97.3,1,2,47,186,81,5,164,3,50,19687,31413,52131,51969,69,800,193,96488,1,1,1,2,1,1,11.8,4.5,25.7,18.7,191.5,79.5,695.6,13.5
NY,20,25.7,25.541,19.9,6.4,3797,5264,1011,56.2,37.5,2,1,3,7,3,3,16,3,3,1167,997,2488,2557,8,60,14,81836,1,1,1,1,1,1,9.4,7.9,24.9,27.5,201.7,77.9,847.1,15.8
NY,24.57433333,24.239,26.681,23.616,7.9,2990,3947,643,72.7,20.2,1,2,8,22,9,3,5,3,7,560,751,1371,1476,18,75,49,723880,1,1,1,1,1,1,8.1,8.2,25.6,24.5,200.1,77.1,896.3,16.055
NC,25.5,25.1,27.9,30.2,9.1,19158,19012,3522,64.8,39.1,1,2,5,15,9,3,12,3,14,4098,3982,8141,9467,4,99,18,33413,1,1,1,1,1,1,12.8,9.5,25.4,15.7,152.6,75.9,900,17.9
NC,28.4,26.7,27.773,25.9,7.1,4202,4010,939,33.8,16.9,2,1,5,11,10,3,3,3,3,995,712,2089,2295,4,35,4,825,1,1,1,1,1,1,11.7,5.1,27.7,18.6,194.1,76.2,901,18.7
NC,25.398,22.532,25.478,22.436,10.5,1591,2101,411,110.1,18.3,2,2,3,4,4,3,3,3,3,267,384,680,720,3,18,4,6891,1,1,1,1,1,1,12.9,4.4,33.7,18.6,162.6,76.1,910.2,16.411
NC,29,30.451,32.9,23.634,11.4,3843,3317,1002,31.4,11.8,1,2,10,13,11,3,7,3,98,819,750,1485,1686,8,116,52,577856,1,1,1,1,1,1,17,15,37.4,25.2,252.5,73.3,1014.4,27.7
NC,30.3,20.7,28.1,28.4,7.6,3596,4399,878,59.2,15.8,1,2,6,11,9,3,18,3,5,726,878,1569,1659,10,60,39,62553,1,1,1,1,1,1,12,12.3,18.3,18.4,179.1,76.5,881.5,24.1
NC,30.8,16,26.181,24.8,6.3,2268,3007,570,85,22.7,2,2,5,4,4,3,3,3,3,421,631,1089,1237,3,40,7,1596924.29,1,1,1,1,1,1,13,6.5,16.9,18.2,218.4,76.1,934.5,25.5
NC,31.8,33.8,34.677,26,17.2,7675,7184,1908,76.1,19.6,1,2,7,14,12,3,4,3,6,1317,1590,2711,3001,3,67,29,2133155,1,1,1,1,1,1,15.1,12.5,24.8,27.6,240.1,74.2,1011.1,26.6
NC,35.993,32.677,34.576,15.9,18.3,3972,3267,1131,20.5,5.1,1,2,6,8,18,3,3,3,24,645,736,1125,1285,3,58,12,788536,1,1,1,1,1,1,16.6,11.9,28.4,32.9,210.3,73.2,1158.5,27.174
NC,37.9,33.8,21,22.8,11.3,5974,3998,1610,48.6,15.2,1,2,3,10,9,3,7,3,10,1158,1118,1895,2158,3,63,22,4335718,1,1,1,1,1,1,15.2,10,37.2,19.4,261.6,73,1136.4,32.8
NC,25.9,25.8,24,28.7,9.8,12143,13296,2911,39.3,16.8,1,2,4,13,13,3,4,3,35,1989,3104,5424,5933,4,167,41,1801783,1,1,1,1,1,1,13.8,6.6,22.1,16.6,179.2,75.8,868.9,20.8
NC,22.8,21.6,26.4,25.1,6.9,25073,31486,6366,143.5,42,2,2,6,53,32,3,45,3,8,4937,6525,13118,14647,6,151,34,2967645,1,1,1,1,1,1,12.4,7.7,22.6,18.5,157.2,76.4,875.6,16.7
NC,25.5,26.5,26,33.5,7,11903,11144,2988,73.8,21.3,2,2,4,12,17,3,35,3,5,2690,2951,5250,5945,10,94,25,71029,1,1,1,1,1,1,14.3,7.7,24.9,20,174.2,76.2,884.7,26.5
NC,27.9,25.1,23.8,23.4,10.9,16660,17179,3330,93.2,20.6,1,2,8,18,16,3,28,3,8,3514,4024,8537,9821,9,146,64,2647989,1,1,1,1,1,1,13.3,7.8,22.7,16.6,157.5,76.3,930.8,20.3
NC,31.1,27.8,36.9,24.7,10.3,9797,10323,2384,51.8,19,2,2,6,12,11,3,17,3,8,3292,2349,4677,5128,10,100,18,747824,1,1,1,1,1,1,12.1,8.8,24.1,19.2,190.7,75.8,953,21.9
NC,27.501,23.73525,26.59,22.289,8.56,823,976,193,0,0,2,2,3,3,3,3,3,3,6,155,272,533,619,3,17,32,612175.22,1,1,1,1,1,1,11.5,8.9,33.4,32.6,199.1,75.1,946,16.8
NC,24.9,24.5,29.8,21.6,8.3,8123,9343,1606,65.6,46.4,1,2,4,9,11,3,16,3,7,1479,2085,3854,4143,7,113,19,130798,1,1,1,1,1,1,11.2,9,30.8,17.7,200.8,76,946.2,15.7
NC,32.177,26.631,31.234,26.958,5.1,2595,2695,811,21.2,12.7,1,2,3,9,9,3,4,3,29,841,881,1404,1549,10,68,25,0,1,1,1,1,1,1,12.5,14.3,31.4,22.1,217.6,74.2,1021.4,24.2
NC,26.8,24.6,30.7,22.4,7.1,18479,18580,3290,81.8,32.3,2,2,5,16,14,3,25,3,4,4792,3249,8813,9888,11,103,35,19095928,1,1,1,1,1,1,11.9,7.6,24.4,18.3,146.3,75.6,922.1,15.9
NC,27.5,20.3,29.1,21.6,4.9,6618,6158,1029,37.9,15.5,1,2,3,14,9,3,8,3,23,1173,1467,3463,3810,5,74,7,2735747,1,1,1,1,1,1,10.8,5.6,23.3,18.6,158.8,77.3,816.8,11.7
NC,27.8,23.9,28.774,27.1,11.2,4026,4696,1154,77.5,23.3,2,2,4,13,9,3,34,3,9,608,757,1578,1664,6,57,14,366,1,1,1,1,1,1,12.6,8.1,30.9,20.3,195.5,75.8,904.6,21.4
NC,32.238,27.282,30.271,22.892,10.4,2095,2544,473,82.6,27.5,2,2,3,9,9,3,3,3,9,350,448,851,958,3,33,12,164506,1,1,1,1,1,1,13.6,9.1,22.8,23.6,176.5,74.8,946.8,22.134
NC,23.12,8.3,24.66,19.023,8.9,1144,1908,373,51.2,10.2,2,1,3,3,3,3,46,3,5,175,393,615,658,3,24,4,1947071.62,1,1,1,1,1,1,10.8,7.6,24.9,20.9,131.6,75.8,787.7,14.44
NC,24.4,25.5,29.559,27,8.7,12507,13530,3711,64.1,27.5,2,2,6,16,22,3,22,3,5,3356,3081,5662,6451,15,135,46,653044,1,1,1,1,1,1,13.6,10.8,26.9,20.7,229.8,74.4,984.7,25.1
NC,39.1,30,32.4,28.2,11.5,10476,7542,3047,43.8,20.1,1,2,4,8,22,3,10,3,73,1570,1883,3142,3601,3,140,93,5332021,1,1,1,1,1,1,15.9,11.5,35.4,20,297,72.7,1107,26
NC,20.9,22.5,28,22.4,9,12761,13356,2600,85.9,50.7,2,2,5,17,24,3,12,3,9,2024,2296,5121,6007,5,206,43,1956478,1,1,1,1,1,1,12.1,7.2,26.3,24.7,173.6,75.5,949.4,17.5
NC,24.6,23.5,30.7,27.7,7.2,46045,24588,7430,83.4,45,1,2,14,47,55,3,49,3,55,7339,4713,16409,20707,15,380,375,1295683,1,1,1,1,1,1,14.5,10.9,30,18,235.4,74.3,1007.4,14.2
NC,26.7,17.2,27.167,33.5,7.3,2454,2279,447,26,8.7,2,1,3,9,6,3,6,3,7,344,555,1364,1560,4,52,13,1651816.56,1,1,1,1,1,1,12.4,11.1,22.8,24.6,183.5,75.1,987.6,25.1
NC,19.7,15.9,24.7,30,6.2,3972,4227,553,47.2,35.4,2,2,5,5,4,3,3,3,3,1037,927,2053,2206,4,74,7,267,1,1,1,1,1,1,11.6,8.8,28.7,16.4,123.6,77.1,857.9,10.9
NC,32.2,26.6,28.2,27.1,10,18221,16906,3774,38.8,14.2,2,2,5,9,5,3,18,3,12,4767,3558,9027,10035,9,54,18,234456,1,1,1,1,1,1,14,8.1,25.4,20,210.3,76.4,931.7,22.4
NC,28.2,23.2,27.374,23.1,6.5,3851,4992,866,69,23,2,2,3,4,3,3,3,3,5,812,858,2309,2559,4,21,4,880,1,1,1,1,1,1,13.7,12.3,19.1,19.9,190.9,76.4,899.4,19.8
NC,28.5,31.2,31.775,21.9,8.4,10613,5877,1738,36.5,19.2,1,2,4,8,8,3,6,3,8,1454,1889,2951,3367,7,96,31,229662,1,1,1,1,1,1,17,8.7,34.7,21.2,187.4,73.6,1044,25.3
NC,23.6,21.1,24.9,19.4,4.3,32028,21216,5086,247.3,54,1,2,9,36,29,3,28,3,94,5627,4889,13977,16509,9,177,95,93236,1,1,1,1,1,1,14.1,6.2,25.6,21.3,123.4,75.6,874.3,14.2
NC,34.5,34.6,35.464,31.5,12.6,10510,7053,2367,35.1,12.9,1,2,3,10,34,3,6,3,13,2118,1698,3063,3573,3,83,31,287127,1,1,1,1,1,1,17.6,11.4,38.2,19.4,252.1,72,1148.4,32.8
NC,21.6,23,29.1,23.9,7.1,40769,40806,7028,148.8,45.1,2,2,16,85,50,3,37,3,28,7957,8106,18757,21510,14,288,127,907002,1,1,1,2,1,1,14.7,8.4,26.3,19.8,132.7,76.4,883.9,14.4
NC,30.7,27.7,29.982,26.4,8.5,6740,4734,1480,14.7,12.9,2,2,6,10,7,3,9,3,7,1215,1348,3162,3635,3,74,16,207228,1,1,1,1,1,1,14.3,7.1,22.3,19.2,232.3,74.9,993.7,21
NC,30.4,28.6,28.6,28.4,12.2,23445,23803,6157,70.9,32.6,1,2,9,26,41,3,13,3,12,6040,7275,11375,12749,17,255,201,11461745,1,1,1,1,1,1,12.9,8.5,23.6,18.9,204.5,73.9,1036.1,24.1
NC,32.903,27.781,29.447,9.1,14.1,1357,1497,327,17.8,8.9,2,1,5,6,9,3,4,3,14,201,361,653,755,3,25,8,2448629.11,1,1,1,1,1,1,14.5,8.2,36.4,27.9,205.3,74.8,1056.5,22.686
NC,27.985,24.239,26.833,23.774,7.5,1206,1320,396,24.7,0,2,1,3,4,3,3,6,3,4,283,282,485,520,3,18,4,142727,1,1,1,1,1,1,11.3,3.4,22.7,22.6,182.7,75.8,966.4,16.358
NC,26.9,27.1,28.229,19.9,6.8,6119,5219,1852,50.3,26.1,1,2,4,11,10,3,11,3,22,1422,1358,3147,3620,5,60,9,143616,1,1,1,1,1,1,13.8,8,29.9,22.8,182.4,74.8,988.7,16.7
NC,33.166,30.055,32.166,22.878,14,3538,1830,506,15,20,1,2,7,10,9,3,7,3,17,555,494,1168,1351,5,61,29,0,1,1,1,1,1,1,16.7,11.5,31.9,18.6,191.9,73.2,948.4,22.8
NC,23.7,22.1,28.5,21.2,8.2,53139,50703,8956,91.8,44,2,2,14,70,81,3,33,3,161,12327,14771,25642,29885,16,339,164,609251,1,1,1,1,1,1,13.3,8.7,27.5,19.5,146.1,76.7,845.7,14.7
NC,33.8,34,33.5,20.6,9.3,9257,8597,3273,55.3,14.3,1,2,4,18,23,3,6,3,12,1762,2270,3214,3696,3,82,30,968741,1,1,1,1,1,1,17.9,9,30,19.7,227.5,73.5,1037.4,27.7
NC,26.2,26.5,23.6,26.8,7.3,14939,8063,2351,26,7.7,1,2,5,23,16,3,11,3,13,2364,3086,5839,7028,7,127,51,64337,1,1,1,1,1,1,12.8,7.9,22.5,20.6,202.3,74.9,959,16.4
NC,31.6,23.7,36.9,30.4,8.6,6741,10438,1998,76.1,24.8,2,2,3,10,7,3,8,3,3,1195,2005,3455,3657,6,63,9,3098466,1,1,1,1,1,1,11.5,6,23.9,18.1,137.5,76.9,873.3,25.2
NC,23.8,19.6,28,23.6,6.1,10750,19560,2684,109,41.1,1,2,6,25,24,3,16,3,5,1874,3264,5887,6261,10,103,25,1021948,1,1,1,1,1,1,12,5.9,21.6,20.1,129.1,78,785.4,17.6
NC,36.2,36.9,34.875,23.4,18.7,4215,3244,1021,84.8,25.5,2,2,3,17,16,3,3,3,31,565,839,1379,1636,3,54,19,5454545,1,1,1,1,1,1,17.2,17.5,29.7,28.8,209.5,72.6,1084.1,26.2
NC,28.5,30.7,25.6,36.1,8.9,7129,1968,792,17.1,7.3,2,1,3,4,6,5,7,3,13,1041,1274,2200,2699,3,83,61,80411,1,1,1,1,1,1,14.1,9.2,30.2,20.8,206.4,74,1075.8,17
NC,32.232,28.752,28.713,20.613,9.631,995,813,172,0,0,2,2,3,7,6,3,3,3,11,180,243,336,368,3,23,9,5170948.63,1,1,1,1,1,1,14.9,15.9,30.6,29.3,252.7,73.2,947.6,20.893
NC,25.2,24.3,28.8,27.2,6.4,14939,15914,3205,75.2,28.4,2,2,8,17,13,3,25,3,5,3574,3086,8112,9140,11,96,20,739932,1,1,1,1,1,1,12.9,8.5,19.8,22.7,172.5,75.9,897.1,18.3
NC,21.3,20.5,24.3,23.709,6.7,4368,4390,869,118.8,42.4,1,2,6,10,7,3,5,3,3,782,1097,2140,2785,3,36,9,97,1,1,1,2,1,1,11.3,8.3,23.4,19.7,154.7,76.5,896.8,16.5
NC,31.9,25.1,24.2,26,7.9,17715,11550,3782,34.8,13,1,2,4,14,11,3,18,3,16,3073,3264,8271,9444,4,109,20,105521,1,1,1,1,1,1,12.9,7.7,23.5,18.8,235.5,75.1,942.6,21.8
NC,27.752,24.93,27.876,22.29,6,1839,1465,415,77.6,0,1,2,6,4,4,3,3,3,26,243,344,609,682,3,42,9,1134482.97,1,1,1,1,1,1,13,10.3,27,27.8,216,73.6,1023.1,16.768
NC,30.6,23.8,33.5,26.5,8,7926,7405,1664,64.6,34.1,2,2,3,8,13,3,13,3,10,1428,1566,3140,3568,5,75,24,1304666,1,1,1,1,1,1,13.6,6.9,25.4,21.5,203,74.5,938.2,19.8
NC,34.9,25.8,32.031,25.1,8.7,9847,9094,2655,53.5,39.7,1,2,10,9,21,3,8,3,15,1680,1636,3337,3771,3,95,33,366793,1,1,1,1,1,1,16.6,13.4,33.3,21.8,247.6,73.2,1114.6,22.8
NC,26,28.6,26.212,24.1,6,8116,7880,1824,40.1,15.7,2,2,3,10,4,3,18,3,4,2040,1819,4048,4553,11,75,36,252128,1,1,1,2,1,1,12.1,7.3,23,22.1,202.4,75.9,942.7,20.1
NC,30.3,22.3,29.863,26.8,14.9,5558,6180,1622,34.7,20.8,2,2,7,14,12,3,11,3,6,1522,1279,2570,2802,7,58,9,655355,1,1,1,1,1,1,13.1,8.9,12.7,20.9,167.6,78.2,774.3,25.4
NC,28.4,16.1,26.088,17,6.9,4013,6605,941,99.5,24.9,2,2,3,6,3,3,9,3,3,699,1099,1980,2114,3,25,9,5,1,1,1,1,1,1,11.4,9,24.5,15.7,145.2,77.8,800.9,19.7
NC,28.4,23.682,26.279,23.78,4.5,2514,3074,791,49.4,9.9,2,2,6,34,32,3,8,3,3,501,654,1217,1387,5,221,26,0,1,1,1,1,1,1,10.4,5.6,31.4,15.5,170.1,77.5,883.9,24
NC,24.6,29.031,31.149,20.1,10.6,4839,3910,1075,44.6,16.2,2,2,5,10,8,3,3,3,6,733,1155,1431,1605,6,39,15,2477381,1,1,1,1,1,1,17.5,9.9,28.1,23.6,283.9,71.2,1336.5,21.8
NC,22.2,20.4,24,18.6,5.3,89470,62894,11253,105.5,41.6,1,2,39,198,204,3,86,3,205,21014,20414,44972,51783,33,767,1184,417044,1,1,1,2,1,1,12.2,7.6,26.9,18.8,133.9,76.9,848.6,13
NC,29.541,26.154,29.385,23.163,18.3,1895,2755,713,69.7,31.7,2,2,3,7,4,3,5,3,3,573,504,967,1038,3,66,4,30271,1,1,1,1,1,1,11,9,21.6,19.2,211.6,76.1,961.7,20.751
NC,33.1,29.5,31.726,28.5,8.8,4725,3390,954,43.9,22,2,1,6,23,9,3,8,3,63,861,867,1565,1766,4,88,34,124509,1,1,1,1,1,1,14.2,6.7,26.1,21.9,201.8,75.6,914.5,30.8
NC,29,27,41,21.2,5.3,10019,16403,2163,82,42.8,2,2,4,12,13,3,14,3,45,1742,1930,4904,5361,12,144,20,1823,1,1,1,1,1,1,14.3,8.4,20.1,19.6,151.2,77.7,771.2,16.1
NC,31.6,27.3,31.7,25.5,7.8,12599,10957,3146,83.2,42.7,2,2,4,20,25,3,13,3,30,2711,3104,5246,5990,20,125,39,182174,1,1,1,1,1,1,14,9.6,26.8,21.2,197.1,74.5,1022.8,21.2
NC,20.4,20.9,26.1,21.7,7.3,19474,21681,4534,127.5,50.1,1,2,6,19,31,3,22,3,28,3892,4522,10777,12537,8,326,97,6969810,1,1,1,1,1,1,13.7,5.4,30.8,17.2,155.5,76.9,864.7,14.5
NC,34,33.1,35.587,24.036,14.9,3466,3664,1181,18.6,14,1,1,6,11,9,3,8,3,16,619,886,1267,1417,3,51,12,161799,1,1,1,1,1,1,17.2,17.6,31.5,24.7,215,73.9,1029.2,29.2
NC,23.1,19,20.4,33,5.1,25075,10770,2478,55.8,43.3,2,2,4,15,22,3,22,3,11,3086,3377,8178,11988,7,224,76,822275,1,1,1,1,1,1,11,9.5,19.7,18.6,191.4,75.2,945.2,12.7
NC,15.2,19,20.8,16.7,4.9,12995,10821,1615,384.3,125,1,2,7,17,14,3,22,3,25,2494,2472,7082,9387,8,102,27,3597,1,1,1,1,1,1,12.5,9.6,27.9,16.2,118.4,77.9,788.6,10.3
NC,13.7,19.1,22.611,19.458,5.9,2102,2188,353,47.1,15.7,2,2,3,4,4,3,5,3,3,266,542,793,857,3,52,5,1591016.16,1,1,1,1,1,1,13.1,5.1,18.1,18.4,173.6,74.2,885.4,12.7
NC,29.6,32.7,30.235,24.2,8.5,4844,4676,968,94.1,31.4,1,2,5,3,7,3,8,3,10,800,1335,2197,2675,3,57,22,0,1,1,1,1,1,1,13.9,7.7,32,18.6,190.3,75.1,967.7,22.9
NC,21.3,23.4,25.708,29.9,6.2,6429,5421,1468,34.5,12.9,1,1,3,5,6,3,3,3,7,1004,1742,2783,3112,5,82,18,0,1,1,1,1,1,1,13.8,5.5,24.5,15.4,155.5,76.3,871.4,20.6
NC,22.825,19.571,24.428,20.583,4.6,1575,2198,405,24.8,16.6,2,2,3,4,3,3,3,3,9,243,376,728,809,3,30,6,725879.8,1,1,1,1,1,1,13.1,14.4,27.7,21.9,185.9,74.8,937.7,12
NC,32.6,29,29.54,28.3,6.3,4363,4526,1129,40.3,18.8,1,2,3,4,7,3,5,3,6,1202,1157,2175,2407,5,41,7,19403506,1,1,1,1,1,1,13.1,10,19.2,22.3,199.5,75.2,990.9,21.6
NC,26.1,25.4,27.6,24.7,8.6,21637,13182,4094,190.8,30.2,1,2,7,28,20,3,8,3,17,4231,3812,8183,10662,8,111,78,399965,1,1,1,1,1,1,16,12.4,28.7,22.3,185.2,74.7,966.8,15.9
NC,25.963,24.295,26.597,24.7,6.9,2360,4176,510,62.7,26.1,2,2,3,6,10,3,6,3,3,363,540,1178,1236,4,42,8,816030.44,1,1,1,1,1,1,11.3,11,23.4,20.9,157.4,78,810.9,16.7
NC,26.7,24.7,25.3,26.7,6.3,20112,16409,3384,48.4,20.2,2,2,7,17,15,3,18,3,11,3580,3449,7996,8944,11,120,78,323522,1,1,1,1,1,1,13.1,9,23,22,167.6,76.8,885.2,17
